id,"text","author"
id5230,"She then stole across the nursery on tiptoe toward the inner room.","WKL"
id2195,"The Spaniard's gun was lying there, but it was of no service to me, since he had the powder-horn at his belt.","ACD"
id604,"But that was all.","ACD"
id5048,"Take your share of it; I won't have it shifted on me.","WKL"
id4129,"_Farm_.","ACR"
id1560,"But, hand to hand, I was no match for the one even without three others to aid him.","ACD"
id4305,"What would you really choose as a profession, if you could just consult your inclination?","ACR"
id3163,"That is Miss Mary Marvell, the film star.","ACR"
id1457,"But I say again that Lucia was exquisite.","ACD"
id2613,"Dear me, Anne, you are quite right.","ACR"
id5019,"Do you refuse my last request?","WKL"
id5682,"Neither I nor the lady knew there was any necessity for informing him.","WKL"
id6921,"); fourthly, because I give him a kiss, which naturally stops his mouth and settles the whole question.","WKL"
id3174,"Yet _I_ recognize her, and _you_ do not.","ACR"
id4513,"I come now to the events of the 16th and 17th of that month.","ACR"
id3087,"Some men don’t carry a pocket-book or notecase of any kind.","ACR"
id3122,"Besides, a doctor doesn’t usually feel for the heart on the right side of the body.","ACR"
id2773,"Episode I, ‘The House in Kensington’!","ACR"
id3923,"Ah, here we are at his house.","ACR"
id6680,"He had tried one employment after another, and had discreditably failed in all.","WKL"
id3561,"Poirot permitted himself to be persuaded, and sitting down by Lady Yardly, began to make friends with the children.","ACR"
id1485,"It has been one of the rules of my life, and if I have lived to wear grey hairs it is because I have observed it.","ACD"
id3556,"We have left our bags at the inn.","ACR"
id5767,"Is it wise--on account of a momentary annoyance--to lose an opportunity of laying your hand on a tenant?","WKL"
id4337,"But I’m certain I’d know.","ACR"
id6919,"One is Lucy, the waiting-maid; which is the character I have undertaken—with papa’s permission, she added, slyly pinching her father’s arm; and he won’t say No, will he?","WKL"
id2450,"You remember the De Beer diamonds?","ACR"
id6526,"They had gone—with the warmest testimonies of affection, with farewell embraces fervently reiterated again and again—but without dropping one word, from first to last, of the nature of their errand.","WKL"
id1392,"You understand?","ACD"
id308,"Ah, yes, this one will do.","ACD"
id3840,"), and he will still have the diamond!","ACR"
id1647,"My reason told me that if I should pierce it--which did not seem very difficult--it would only be to find myself in another cell as strong as that in which I then was.","ACD"
id4852,"Wanted, he continued to himself in lower tones, perhaps for the last time!","WKL"
id5691,"Mr. Kendrew started to his feet.","WKL"
id772,"One,             it is said, died that very night of what he had seen, and             the other twain were but broken men for the rest of their             days.","ACD"
id2995,"But he wasn’t a doctor.","ACR"
id5890,"My intrusion appears to have sadly disturbed the two gentlemen.","WKL"
id2839,"The lift was just about to go up, another having descended, and he broke into a run.","ACR"
id1696,"cried the young man.","ACD"
id4365,"Do they bully you, then?","ACR"
id942,"You mean that the thing is supernatural?","ACD"
id2336,"On the other hand there were extreme discomfort and danger, for these people would give you no rest, would observe no rules of war, and were desperately earnest in their desire by hook or by crook to do you an injury.","ACD"
id5339,"Personally speaking, and socially speaking, these were the only points of resemblance between them.","WKL"
id4763,"Yes, sir, but that’s always bolted.","ACR"
id2905,"Nobody came forward to identify the dead woman.","ACR"
id737,"With your permission I       will read it to you.","ACD"
id2427,"She looked up eagerly.","ACR"
id5816,"I believe in mesmerism for the first time, she said.","WKL"
id2626,"Papa had never loved me, I knew that well enough.","ACR"
id4769,"No good.","ACR"
id4608,"The neatness of his attire was almost incredible.","ACR"
id479,"You've lost your sense of proportion.","ACD"
id6579,"When he opened his lips, he spoke in a rich bass voice, with an easy flow of language, and a strict attention to the elocutionary claims of words in more than one syllable.","WKL"
id386,"Several people have been injured through doing that.","ACD"
id1953,"Lorenzo was found stabbed to the heart in the Piazza of St. Mark within two days of the night of my adventure.","ACD"
id6772,"My boys have been addle-headed from infancy.","WKL"
id5628,"Why not?","WKL"
id139,"And if I do----  Her dear hand rested like warm velvet upon my lips.","ACD"
id270,"There was poor old Wadley, of the Zoological Institute.","ACD"
id1199,"But I want to know why the word ‘moor’       should have been written?","ACD"
id3040,"Five minutes later he reappeared, handed her back the keys and explained that he feared the house would not suit them.","ACR"
id6798,"I don’t care a rush for negatives, or affirmatives either.","WKL"
id3508,"Oh, he told you about it, did he?","ACR"
id93,"If I did, I should try to take it.","ACD"
id1575,"The gondolier was on me with his knife, but I met him with a kick on the body which stretched him on his back.","ACD"
id5229,"Quickly as the thought arose in her mind, Sarah raised the letter (which she had hitherto carried in her hand) to the bosom of her dress, and hid it for the second time, exactly as she had hidden it on leaving her mistress's bedside.","WKL"
id1837,"I believe that he did.","ACD"
id1716,"Where are our pictures?","ACD"
id1654,"It was a very different matter to listen to a murder in this den of assassins.","ACD"
id3457,"Clubs .","ACR"
id6491,"Your father and I are going alone, said Mrs. Vanstone.","WKL"
id567,"I have, at least, a well-polished, silver-plated coffee-pot in       front of me, said he.","ACD"
id6238,"In a minute more the first of the female servants made her appearance, with a dingy woolen shawl over her shoulders—for the March morning was bleak; and rheumatism and the cook were old acquaintances.","WKL"
id178,"he added, with a sudden smile upon his face.","ACD"
id2703,"Who would not be kind to one so young and charming?","ACR"
id3342,"I’m with you there, sir.","ACR"
id497,"He resumed his unpleasant and stealthy advance, pointing his toes as he walked, like a dancing master.","ACD"
id3564,"Lady Yardly smoothed her ruffled hair.","ACR"
id716,"You have presented an inch or two of it to my examination all       the time that you have been talking.","ACD"
id676,"Yes, sir.","ACD"
id4274,"After tea will do quite well.","ACR"
id4501,"No, we’re an impecunious lot.","ACR"
id2157,"Before I had left the room, the two generals had their cocked hats touching each other over the map.","ACD"
id5296,"She paused here in reasoning with herself--her superstitious fears still influencing her out of doors, in the daylight, as they had influenced her in her own room, in the time of darkness.","WKL"
id1857,"Do what I tell you at once and without argument.","ACD"
id4031,"He had not done so previously, I understand.","ACR"
id3529,"I comprehend, said Poirot.","ACR"
id2457,"And it was then that I saw my chance.","ACR"
id872,"Mr. Holmes, they were the footprints of a gigantic hound!","ACD"
id2696,"I feared that Mr. Flemming would be sure to have an aunt in Scotland who was in want of a bright young companion.","ACR"
id4462,"You’ll see what I mean.","ACR"
id6640,"In a moment he turned on his heel.","WKL"
id4442,"Finally John Cavendish, finding his persuasions of no avail, went off to look up the trains.","ACR"
id2979,"Yes, come now, Miss Beddingfeld, don’t be offended.","ACR"
id6949,"Come and be introduced.","WKL"
id2628,"No, there had not been love between us, but we had belonged together, and I had looked after him, and had secretly admired his learning and his uncompromising devotion to science.","ACR"
